id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
wc_post_id_1590,"Black & Yellow","Black & Yellow",http://localhost:8888/baloons/wp-content/uploads/2020/11/p14-1.jpg,http://localhost:8888/baloons/product/black-yellow/,"Uncategorized","Balloon Stories",149USD,in stock,wc_post_id_1590,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,149USD,new,staging,,,,,,,
wc_post_id_1589,"Star Wars","Star Wars",http://localhost:8888/baloons/wp-content/uploads/2020/11/p13-1.jpg,http://localhost:8888/baloons/product/star-wars/,"Uncategorized","Balloon Stories",189USD,in stock,wc_post_id_1589,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,189USD,new,staging,,,,,,,
wc_post_id_1588,"Mermaid","Mermaid",http://localhost:8888/baloons/wp-content/uploads/2020/11/p12-1.jpg,http://localhost:8888/baloons/product/mermaid/,"Uncategorized","Balloon Stories",119USD,in stock,wc_post_id_1588,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,119USD,new,published,,,,,,,
wc_post_id_1587,"Cat","Cat",http://localhost:8888/baloons/wp-content/uploads/2020/11/p11-1.jpg,http://localhost:8888/baloons/product/cat/,"Uncategorized","Balloon Stories",89USD,in stock,wc_post_id_1587,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,89USD,new,staging,,,,,,,
wc_post_id_1586,"Kittens","Kittens",http://localhost:8888/baloons/wp-content/uploads/2020/11/p10-1.jpg,http://localhost:8888/baloons/product/kittens/,"Uncategorized","Balloon Stories",119USD,in stock,wc_post_id_1586,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,119USD,new,staging,,,,,,,
wc_post_id_1585,"Hedgehog & Squirrel","Hedgehog & Squirrel",http://localhost:8888/baloons/wp-content/uploads/2020/11/p9-1.jpg,http://localhost:8888/baloons/product/hedgehog-squirrel/,"Uncategorized","Balloon Stories",119USD,in stock,wc_post_id_1585,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,119USD,new,staging,,,,,,,
wc_post_id_1584,"Raccoon & Hare","Raccoon & Hare",http://localhost:8888/baloons/wp-content/uploads/2020/11/p8-1.jpg,http://localhost:8888/baloons/product/raccoon-hare/,"Uncategorized","Balloon Stories",159USD,in stock,wc_post_id_1584,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,159USD,new,staging,,,,,,,
wc_post_id_1583,"Dragons","Dragons",http://localhost:8888/baloons/wp-content/uploads/2020/11/p7-1.jpg,http://localhost:8888/baloons/product/dragons/,"Uncategorized","Balloon Stories",169USD,in stock,wc_post_id_1583,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,169USD,new,published,,,,,,,
wc_post_id_1582,"Spider Man","Spider Man",http://localhost:8888/baloons/wp-content/uploads/2020/11/p6-1.jpg,http://localhost:8888/baloons/product/spider-man/,"Uncategorized","Balloon Stories",79USD,in stock,wc_post_id_1582,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,79USD,new,staging,,,,,,,
wc_post_id_1581,"Happy Birthday LOL Barbie Bouquet with Number","The balloon bouquet includes: 
 
  Foil Number (1-2pcs.) 34″ 
  Foil girl figure (1pcs.) 30″ 
  Latex balloons (16pcs.) 11″ 
 
Colors may vary",http://localhost:8888/baloons/wp-content/uploads/2020/11/p5-1.jpg,http://localhost:8888/baloons/product/lol-barbie/,"Bouquet Sets","Balloon Stories",129USD,in stock,wc_post_id_1581,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,129USD,new,published,,,,,,,
wc_post_id_1580,"Frozen style bouquet with 2 balloon fountains","The balloon bouquet includes: 
 
  Foil Frozen figure (1pcs.) 60″ 
  Foil animal figure (1pcs.) 30″ 
  Latex balloons (16pcs.) 11″ 
 
Colors may vary",http://localhost:8888/baloons/wp-content/uploads/2020/11/p4-1.jpg,http://localhost:8888/baloons/product/frozen/,"Bouquet Sets, Walking Foil Figures","Balloon Stories",159USD,in stock,wc_post_id_1580,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,159USD,new,published,,,,,,,
wc_post_id_1579,"Sea World Bouquet with fish, sea star and octopus","The balloon bouquet includes: 
 
  Foil sea animals (3pcs.) 30″ 
  Latex balloons (10pcs.) 11″ 
 
Colors may vary",http://localhost:8888/baloons/wp-content/uploads/2020/11/p3-1.jpg,http://localhost:8888/baloons/product/sea-world/,"Bouquet Sets","Balloon Stories",139USD,in stock,wc_post_id_1579,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,139USD,new,published,,,,,,,
wc_post_id_1578,"Birthday bouquet with 2 fountains and a Dragon","The balloon bouquet includes: 
 
  Foil dragon (1pcs.) 30″ 
  Latex balloons (14pcs.) 11″ 
 
Colors may vary",http://localhost:8888/baloons/wp-content/uploads/2020/11/p2-1.jpg,http://localhost:8888/baloons/product/dragon/,"Bouquet Sets","Balloon Stories",119USD,in stock,wc_post_id_1578,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,119USD,new,published,,,,,,,
